מַחְשֵׁב; כַּמְבְּיוּתֵר كمبيوتر
מתוח; מִתְוַתֵّר متوتّر
תקנים, סטנדרטים, קריטריונים; מַעַאיִיר معايير
קרא לעזרה, ביקש עזרה; אִסְתַנְגַ׳ד استنجد
עמדה, השקפה; מַוְקֵף موقف
כָּפַל, הכפיל; צַ׳רַבּ ضرب
מותניים; חַ׳צֵר خصر
נזף; אַנַّבּ انّب
התעוור; אִנְעַמַא انعمى
כיסה פניו; לַתַّם لتّم
עיטוש, התעטשות; עַטְס عطس
מזל, גורל; נַצִיבּ نصيب
מודע; וַאעִי واعي
במסכה, עוטה מסכה; מֻקַנַّע مُقَنَّع
הסחת דעת, חוסר תשומת לב; עַ׳פְלֵה غفلة
ריפא; שַפַא شفى
ייפוי, קוסמטיקה; תַגְ׳מִיל تجميل
סומך, בוטח, נותן אמון; וַאתֵ׳ק واثق
דבר, משהו (כמו شي או ايشي); חַאגֵ׳ה حاجة
אִינְטֶרֶסִים; מָצָאלֵח مصالح
מעוניין, מתעניין; מַעְנִי معني
יִיצר; אַנְתַג׳ انتج
ועדת חקירה; לַגְ׳נֵת תַחְקִיק لَجْنِة تَحْقِيق
ועדות, ועדים; לְגַ׳אן لْجَان
אַקְלִים; מֻנַאח׳ مناخ
טיפול; עִנַאיֵה عناية
ארנקים; גַ׳זַאדִין جزادين
הִפִּיל; וַקַّע وقّع
האשמה, אשמה; תֻהְמֵה تهمة
האשמות; תֻהַם تهم
אֶקְדָּח; פַרְד فرد
נזף קשות; כַּסַח كسح
אֲחוֹרִי; וַרַّאנִי ورّاني
רָעוּל; מְחַגַّ׳בּ مْحَجَّب
רְעָלָה; חִגַ׳אבּ حجاب
מַחְסָנִים; מַחַ׳אזֵן مخازن
ניצוצות; שַרַאר شرار
יִיצּוּר; צֻנְע صنع
סִיֵּים; חַ׳תַם ختم
קִיצֵּר; אִחְ׳תַצַר اختصر
הָרוּס; מְדַמַّר مدمّر
מְאוֹהָב, מְשׁוּגָּע ל; עַאשֵק عاشق
מְאוֹהָבִים, מְשׁוּגָּעִים ל; עֻשַّאק عشّاق
נָזַף, גָּעַר; הַתّ هَتّ
דִּירְבֵּן לפעולה; נַאשַד ناشد
כַּתָּבָה; תַקְרִיר تقرير
אֵירוּעִים; אַחְדַאת׳ احداث
כִּיסָּה (פרש מעל)

טרם נבדק; עָ׳טָّא غَطَّى
ירד גשם; שַתַّא شتّى
מגנט; מע׳נאטיס مغناطيس
חֲטִיבַת בֵּינַיִים; אִעְדַאדִיֶה إعدادية
בסיס; קַאעְדֵה قاعدة 
מרד; תַמַרֹّד تمرّد
מרגל; גַ׳אסוּס جاسوس 
ארגון; תַנְטִ׳ים تنظيم
דרכון; גַ׳וַאז סַפַר جواز سفر
סוכנות; וִכַּאלֵה وكالة
מנהרה; נַפַק نفق 
מנהרות; אַנְפַאק انفاق 
פליטים; לַאגְ׳אִין لاجئين
נכות; אִעַאקַה إعاقة
בּוּעָה; פֻקַّאעַה فقّاعة 
מהפכה; תַ׳וְרַה ثورة
קדימות, עדיפות; אִסְבַּקִיֵّה إسبقيّة
מנודֶה; מַנְבּוּד׳ منبوذ
עיצומים (נגד מדינה); עֻקֻבָּאת عقبات
התנקשות, חיסול; אִעְ׳תִיַאל إغتيال
רִיקָּבוֹן; עַפְן عَفْن
שסע; פַגְ׳וֵה فَجوِة
קמץ ידו, קפץ ידו; קַבַּץ׳ قبض 
גירש, הבריח; שַרַّד شَرَّد 
הבשיל; אִסְתַוַא إستوى 
יכולת הקניה; אֵלְקֻדְרַה (אל)שִרַאאִיֵّה القدرة الشّرائيّة
סילוף; תַשְוִיהְ تشويه
עץ סיבית; חַ׳שַבּ אִצְטִנַאעִי خشب إصطناعي
שורש השן, שורש; שִרְש אֵ(ל)סִّןّ شِرْشِ السِّنّ
השתרע, נשכב; אִנְבַּטַח إنبطح
נשיפה; זַפִיר زفير
נשלל (רשיונו); אִנְסַחַבּ إنسحب
נקרש; תְגַ׳מַّד تجمّد 
נִרְקַב; עִפֵן عِفِن
נְמָלָה; נַמְלֵה نملة
נמנום; עַ׳פְוֵה غفوة
ננס, גמד; קַזַם قزم
נסוג; אִנְסַחַבּ إنسحب
קפא; גַ׳מַד جمد 
הקפאה; תַגְ׳מִיד تجميد
קיפאון; גֻ׳מוּד جمود
קשוח, אסרטיבי; חַאזֵם حازم
בָּשֵׁל (מוכן לאכילה); מִסְתְוִי مستوي 
צב; סֻלְחֻפַאה سلحفاة
שגשוג; אִזְדִהַאר إزدهار
גָלַש (באינטרנט); תְצַפַّח تصفّح
איכר, חקלאי; פַלַّאח فلّاح
דפדפן; מֻתַצַפֵّח متصفّح
כותרת; עִנְוַאן عنوان
עלה (מחיר, עלותו הייתה..); כַּלַّף كلّف
קיטור; בֻּחַّّ׳אר بخّار
חצר, גן ירק; חַכוּרַה حَكُورَة
לוויתן; חוּת حوت 
שאיפה (בנשימה); שַהִיק شهيق
מִבְרֶשֶׁת; פֻרְשַאיֵה فُرْشَايِة
כס המלכות; עַרְש عرش
חפץ חשוד; עַ׳רַץ׳ מַשבּוּה غرض مشبوه
תרומות; תַבַּרֻّעַאת تَبَرُّعَات
עטלף; חֻ׳פַّאש خفّاش 
דיאלוג, דו-שיח; חִוַאר حِوَار
בממוצע; בִּ(א)לְ-מֻעַדַّל بالمعدّل
פרסומת; דִעַאיֵה دعاية
פרידה; וִדַאע وداع
כללים; קַוַאעֵד قواعد
מבצר, טירה; קַלְעַה قلعة
תעמולה; דִעַאיֵה دِعَايِة
רעידת אדמה; זִלְזַאל زلزال
צבים; סַלַאחֵף سلاحف
מוצק; גַ׳מַאד جماد
קפא, הפך למוצק; גַ׳מַד جمد
חָזוֹן; רֻאְיַא رُؤْيَا
מקורות; מַצַאדֵר مصادر
מוֹסָד; מֻאַסַّסֵה مؤسّسة
ציוויליזציה, תרבות; חַצַ׳ארַה حَضَارَة
מתבגר, בגיל העשרה; מֻרַאהֵק مراهق
זָרַם; גַ׳רַא جَرَى
שִיחְרוּר; תַחְרִיר تَحْرِير
גמדים; אָקְזַאם اقزام
יִיסֵּד; אַסַّס أسّس
שמועה; אִשַאעַה اشاعة
מס; צַ׳רִיבֵּה ضريبة
מס הכנסה; צַ׳רִיבֵּת אִ(ל)דַّחְ׳ל ضريبة الدّخل
טקסט; נַץّ نَصّ 
טקסטים; נְצוּץ نصوص
רב, התקוטט; תְקַאתַל تْقَاتَل 
רִימָה; עַ׳שّ غشّ
נתונים סטטיסטיים; אִחְצַאאִיַّאת إِحْصَائِيَّات
מס ערך מוסף, מעמ; אִ(ל)צַّ׳רִיבֵּה (א)לְאִצַ׳אפִיֵّה الضّريبة الاضافيّة
מלאכותי, סינטטי; אִצְטִנַאעִי إصطناعي
מכונת כביסה; עַ׳סַّאלֵה غَسَّالِة
צעקה, צעקות; צִיַאח صياح
ענף; פַרְע فَرْع
ענפים; פְרוּע فروع
סניפים; פְרוּע فروع
משחת שיניים; מַעְג׳וּן אַסְנַאן مَعْجُون أَسْنَان
הקריח; צַלַّע صلّع
בִּיקֵּר (העביר ביקורת); אִנְתַקַד إنْتَقَد
גלישה (באינטרנט); תַצַפֻّח تصفّح
גלישה (על שלג, בים); תַזַלֻّג׳ تزلّج
סָבַל; עַאנַא عَانَى
נוסד; תְאַסַّס تأسّس 
רִיגֵּל; תְגַ׳סַّס تجسّس 
גָּלַש (עשה סקי); תְזַלַّג׳ تزلّج 
הצטיין; אִמְתַאז امتاز
נענש; תְעַאקַב تعاقب 
גָּלַשׁ (בים); אַבְּחַר أَبْحَر
טעון (טלפון); מַשְחוּן مشحون
ג׳יני, ענק; מַארֵד مارد
הִלְשִין; פַסַד فَسَد
קרינה; אִשְעַאע إشعاع
הרמוניה; אִנְסִגַ׳אם إنسجام
חלק (על דעת אחר); אִחְ׳תַלַף اختلف
מצנח; מִטַ׳לַّה مظلّة
אָטוֹם (חלקיק של חומר); דַ׳רַّה ذرّة
משאבה; מְצַ׳חַّ׳ה مْضَخَّة
הטיל (משימה על); כַּלַّף كلّف
השתלב, הותאם; אִנְסַגַ׳ם إنسجم
סוכות (חג יהודי); עִיד אֵלְמִטַ׳לַّה عيد المظلة
הצלחה; פַלַאח فَلَاح
יצא לאור, התפרסם; צַדַר صدر
בדיחה, תעלול; נַהְפֵה نَهْفِة
הוֹבַלָה (של אנשים); קִיַאדֵה قيادة
הוֹבַלָה (של חפצים); נַקְל نَقْل
הֶעֱתִּיק (במבחן); עַ׳שّ غشّ
עָצוּר (אדם במעצר); מַוְקוּף موقوف
תַּשְׁתִּית; בֻּנְיַה תַחְתִיַّה بنية تحتيّة
להוט, חרמן; חַ׳רְמַאן خرمان
אוהלים; חְ׳יַאם خيام
מצודה; חֻצְן حُصْن
מצודות; חְצוּן حْصُون
ברח; שַרַד شرد
אִלְתֵר טרם נבדק; אִרְתַגַ׳ל إرتجل
אלתור טרם נבדק; אִרְתִגַ׳אל إرتجال
תקף, התקיף (תקף את - אעתדא עלא); אִעְתַדַא إِعْتَدَى
מזל דגים (מילולית - לוויתן); חוּת حُوت
פָּשַׁט (פלש, כבש או ניסה לכבוש); עַ׳זַא غَزَا
הַפָּלָה (של עובר); אִגְ׳הַאץ׳ إِجْهَاض
הַשָּׁקָה (טקס פתיחה); אִטְלַאק إِطْلَاق
שידור; בַּתّ׳ بَثّ
שידור ישיר, שידור חי; בַּתّ׳ מֻבַּאשֵר بَثّ مُبَاشِر
עוֹרֶק (כלי דם); שִרְיַאן شِرْيَان 
וְרִיד (כלי דם); שִרְש شِرْش
משפך טרם נבדק; קַמְע قَمْع
פנסיה, קצבת פנסיה (תשלום פנסיה חודשי); מַעַאש תַקַאעֻד مَعَاش تَقَاعُد
שְׁאִיפָה (אמביציה); טֻמוּח طموح
נזקים; אַצְ׳רַאר آضرار
פִּיצּוּחִים (אגוזים וזרעים קלויים הנאכלים כחטיף); מְכַּסַّרַאת مْكَسَّرَات
מלשין, מלשן; פַסַّאד فَسَّاد
היה ראוי ל; אִסְתַחַקّ استحقّ
סיפור מצחיק; נַהְפֵה نَهْفِة
חוּט (חשמל); סִלְכּ سِلْك
מנורה; מִצְבַּאח مِصْبَاح
ככה , כך טרם נבדק; כדה  كِده
מאה (מאה שנה); קַרְן قَرْن
מוחשי; מַלְמוּס مَلْمُوس
מעך, מחץ; פַעַס فَعَس
שמור, מוזמן (מראש); מַחְג׳וּז محجوز
פֵּירוֹת יְבֵשִׁים, פֵּירוֹת מְיוּבָּשִׁים; פַוַאכֵּה מְגַ׳פַّפֵה فَوَاكِه مْجَفَّفِة
עדיפות; אַוְלַוִיֵّה اولويّة
גיבש, הרכיב; כַּוַّן كوّن
ציות; טַאעַה طاعة
פחדן; חַ׳וִّיף خوّيف
התפרצוּת, התפשטות; תַפַשִّי تَفَشِّي
נִמְנַע; תְגַ׳נַّבּ تجنّب
נהרג במלחמת קודש (או על קידוש השם/בפעולת התאבדות); אִסְתַשְהַד استشهد
שוט (אביזר הצלפה); כֻּרבַּאג׳ كُرْبَاج
שוטים (אביזר הצלפה); כַּרַאבִּיג׳ كَرَابِيج‎ 
סַקַר; אִסְתַעְרַץ׳ استعرض
צרחה, צעקה; צַרְחַ׳ה صرخة
מורכב; מְכַּוַّן مكوّن
מִסְמָךְ; וַתִ׳יקַה وثيقة
פגם; עֵיבּ عِيب
קיטר, התלונן; תְדַ׳מַّר تذمّر
אכיפה (הוצאה אל הפּועַל (חוק\תקנה)); תַטְבִּיק تطبيق
מַסְקָנָה; אִסְתִנְתַאג׳ استنتاج
מעליות (ספרותית)

טרם נבדק; מַצַאעִד مَصَاعِد
היה מודע (לעצמו); וִעִי وعي
נמלים; נַמְל نمل
נוגדנים; אַגְ׳סַאם מֻצַ׳אדֵّה  أجسام مضادّة
עָקוּר; נַאזֵח نَازِح
חרמן; מַמְחוּן ممحون
כִּידוֹן (של אופניים); מִקְוַד مقود 
רזרבה, מלאי; אִחְתִיַאט احتياط
יוצא דופן טרם נבדק; אסתת׳נא إِسْتِثْنَاء
חשבונית; פַאתוּרַה فاتورة
כסי מלכות טרם נבדק; עֻרוּש  عروش 
מנה (של תרופה או חיסון); גֻ׳רְעַה جرعة 
נחשק (משהו שמאוד רוצים אותו); مرغوب מַרְע׳וּבּ
שיגור; אִטְלַאק اطلاق
מְבוּדָּד (חולה מבודד); מַעְזוּל معزول
רָעָב כָּבֵד; מַגַ׳אעַה مجاعة
נהיה פריך, נהיה קריספי; קַחְמַש قحمش
לִוְויְיתָנִים; חִיתַאן حيتان
ביתי; מַנְזִלִי منزلي
רהיטים, רִיהוט; עַפֵש عفش
שגשג, לבלב; אִזְדַהַר ازدهر
שגשוג כלכלי; אִזְדִהַאר אִקְתִצַאדִי إزدهار اقتصادي
קיים, ערך; אַגְ׳רַא اجرى 
קריסה, התמוטטות; אִנְהִיַאר انهيار
אמצעי התקשורת; וַסַאאֵל אִלְאִעְלַאם وَسَائِل الْإِعْلَام
קיום, עריכה, ביצוע; אִגְ׳רַאאְ اجراء
אמצעים, צעדים, הליכים; אִגְ׳רַאאַאת اجراءات
מבושל; מִסְתְוִי مستوي
עייף מאד (גמור); מִסְתְוִי مستوي
התבשל; אִסְתַוַא إستوى
תעלה; קַנַאה قَنَاة
תעלת סואץ; קַנַאת אִ(ל)סְﬞוֵיס قَنَاة السّويس
ביקש להחזיר; אִסְתַרְגַ׳ע اسْتَرْجَع
שאף (היתה לו אמביציה); טַמַח طمح
הִידַּרְדֵּר; תְדַהְוַר تْدَهوَر
הֵכִיל; וִסֵע وسع
רְשִׁימוֹת; קַוַאאֵם قوائم
בְּמֶשֶׁךְ, בְּמַהֲלָךְ; אַתְ׳נַאאְ أَثْنَاء
אֶמְצָעִי, צַעַד, הָלִיךְ; אִגְ׳רַאאְ اجراء
כָּלַל, הֵכִיל (שבתוכו נכלל); אִשְתַמַל اشْتَمَل
שַׁרְשֶׁרֶת (בינונית או עבה); גַ׳נְזִיר جنزير
שַׁרְשְׁרָאוֹת; גַ׳נַאזִיר جنازير
שִׁיחְרֵר; אַטְלַק اطلق
שִׁיחְרוּר; אִטְלַאק اطلاق
תיעודי; וַתַ׳אאִקִי وثائقي
תַּצְפִּית; מַטַלّ مطلّ
בינה מלאכותית (AI); ذكاء اصطناعي דַ׳כַּאא אִצְטִנַאעִי
ענף, זרד; ע׳ְצוּן / ע׳ֻצוּן غصون
הסכמים טרם נבדק; אִתִפַאקַאת اتفاقات
הנהגה טרם נבדק; קיאדה قيادة
דיכוי; קַמְע قمع
עֵדוֹת טרם נבדק; טַואאֵף طوائف
אֲרָצוֹת הַבְּרִית; אֵלְ-וִלַאיַאת אֵלְ-מֻתַّחִדַה الولايات المتّحدة
חצוף; וִקֵח وقح
זיהום (גרימה למשהו להיות מזוהם); תַלְוִית׳ تلويث 
חוצפה; וִקַאחַה وقاحة
יובש; גַ׳פַאף جفاف
רצח אופי; תַשְוִיֵתִ (אל)-סֻמְעַה تشوية السّمعة
זיהום האויר; תַלַוֻّת׳ אֵלְהַוַא تلوّث الهوا
קָנָס, הטיל קנס; עַ׳רַّם غرّم
קֶשֶׁת (כלי נשק ליריית חיצים); קוֹס قُوس 
אימץ; תְבַּנַّא تبنّى 
פְּצָצָה; קֻנְבֻּלֵה قُنْبُلِة
האו״ם, האומות המאוחדות; אֵלְ-אֻמַם אֵלְ-מֻתַّחִדֵה الامم المتّحدة
אתאיסט; מֻלְחֵד ملحد
מַשְׁאָב; מַוְרַד مَوْرَد
מרתף; קַבּּּּוּ قبو
מגדלור; מַנַארַה منارة
רָכַב (על אופניים וכו׳); רִכֵּבּ ركب
שדרן, קריין; מֻדִ׳יע مذيع
התמנה, תפס עמדה; תְקַלַّד تقلد
סעודה, משתה, ארוחה מפוארת; וַלִימֵה وليمة
פיצה; עַוַّצ׳ عوّض 
זוית; כּוֹע كوع
בּסוֹגְרַיִים; בֵּין קוֹסֵין بين قوسين
התעקש על, עמד על (במובן חיובי); אַצַרّ עַלַא أصرّ على
עומד על, נחוש; מֻצִרّ עלא مصرّ على
הִתְעַקֵּש; תְעַנַّד تعنّد
זיהם; לַוַّת׳ لوّث
קבע, מינה (קבע (תאריך, מקום), מינה (לתפקיד מסוים)); עַיַّן عيّن
בָּגַד (ב); חַ׳אן خان
חמוצים; מְחַ׳לַّל مخلّل
פריפריה, פרברים; צַ׳וַַאחִי ضَوَاحِي 
תקלות, פגמים; אַעְטַאל اَعْطَال
כבידה, גרביטציה (בפיזיקה); גַ׳אדִ׳בִּיֵّה جاذبيّة 
